Price,Location,Property Type,Status,Agency,Agent Name,Listing Date,Offer Date
R 1 750 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Harry Flores,2025-09-29,
R 12 900 000,Sea Point,3 Bedroom Apartment,Normal,PE Atlantic Seaboard,Roy Powell,2025-04-11,2025-06-22
R 2 100 000,Claremont Upper,1 Bedroom Apartment,Normal,PE Claremont,Gerald Hayes,2025-05-14,
R 4 750 000,Foreshore,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Cole Rogers,2025-09-29,
R 1 750 000,Cape Town City Centre,2 Bedroom Apartment,Normal,PE City Bowl,Matthew Davis,2025-09-22,
R 2 650 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Michael Anderson,2025-07-15,
R 2 595 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Leo Russell,2025-08-10,
R 85 000 000,Bantry Bay,3 Bedroom Apartment,Normal,PE Atlantic Seaboard,Marcus King,2025-09-18,
R 2 395 000,Cape Town City Centre,0.5 Bedroom Apartment,Normal,PE City Bowl,Arthur Jenkins,2025-08-11,
R 4 000 000,Sea Point,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Brett Cook,2025-08-12,
R 3 450 000,Three Anchor Bay,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Gerald Hayes,2025-07-04,
R 3 200 000,Foreshore,1 Bedroom Apartment,Normal,PE Atlantic Seaboard,Louis Henderson,2025-06-03,2025-07-22
R 2 800 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Connor Lopez,2025-05-29,
R 6 950 000,Sea Point,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Theodore Duncan,2025-08-17,
R 1 050 000,Observatory,1 Bedroom Apartment,Normal,PE Woodstock,Peter Ross,2025-06-27,
R 1 700 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Marcus King,2025-09-02,2025-09-28
R 1 995 000,Wynberg,4 Bedroom House,Normal,PE Southern Suburbs,Derek Allen,2025-05-06,2025-07-04
R 10 995 000,Vredehoek,2 Bedroom Apartment,Normal,PE City Bowl,Ryan Peterson,2025-05-29,
R 1 995 000,Rondebosch,2 Bedroom Apartment,Normal,PE Rondebosch,William Foster,2025-08-29,
R 1 950 000,Gardens,1 Bedroom Apartment,Normal,PE City Bowl,Leonard Hughes,2025-04-11,2025-07-07
R 24 900 000,Fresnaye,4.5 Bedroom Townhouse,Normal,PE Atlantic Seaboard,Brett Cook,2025-04-29,
R 39 990 000,Fresnaye,6 Bedroom House,Normal,PE Atlantic Seaboard,Evan Turner,2025-05-12,
R 1 095 000,Rosebank,Apartment,Normal,PE Southern Suburbs,Philip Washington,2025-06-13,2025-07-07
R 7 495 000,Camps Bay,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Carson Stewart,2025-09-28,
R 1 150 000,Woodstock,1 Bedroom Apartment,Normal,PE Woodstock,Leon Griffin,2025-09-06,
R 4 750 000,Sea Point,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Jacob Taylor,2025-06-05,
R 1 299 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Owen Collins,2025-09-05,
R 1 850 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Brett Cook,2025-06-20,
R 6 595 000,Green Point,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Gregory Diaz,2025-05-24,
R 9 950 000,Camps Bay,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Louis Henderson,2025-04-13,
R 1 495 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Cole Rogers,2025-05-27,2025-08-06
R 2 695 000,Foreshore,1 Bedroom Apartment,Normal,PE Atlantic Seaboard,Milton Stone,2025-06-29,2025-08-10
R 5 200 000,Cape Town City Centre,2 Bedroom Apartment,Normal,PE City Bowl,Claude Chapman,2025-06-07,
R 4 990 000,De Waterkant,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Julius Delgado,2025-09-30,
R 395 000,Wynberg,1 Bedroom Apartment,Normal,PE Southern Suburbs,Owen Collins,2025-07-15,
R 1 850 000,Walmer Estate,2 Bedroom House,Normal,PE Woodstock,Floyd Gibson,2025-09-07,
R 2 599 999,Wynberg,11 Bedroom House,Normal,PE Southern Suburbs,Justin Lewis,2025-05-10,
R 2 395 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Kyle Hall,2025-05-14,
R 1 590 000,Mouille Point,1 Bedroom Apartment,Normal,PE Atlantic Seaboard,Rodney Shaw,2025-04-18,
R 4 950 000,Camps Bay,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Leroy Wade,2025-09-22,
R 24 950 000,Fresnaye,5 Bedroom House,Normal,PE Atlantic Seaboard,Douglas Butler,2025-07-25,
R 1 975 000,Bergvliet,2 Bedroom Apartment,Normal,PE Southern Suburbs,Spencer Reed,2025-07-10,
R 1 475 000,Observatory,2 Bedroom Apartment,Normal,PE Woodstock,Theodore Duncan,2025-07-10,
R 3 495 000,Sea Point,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Allan Santiago,2025-04-12,
R 10 950 000,Constantia,4 Bedroom House,Normal,PE Constantia,Jacob Taylor,2025-08-05,
R 2 495 000,Tamboerskloof,2 Bedroom Apartment,Normal,PE City Bowl,Derek Allen,2025-09-09,
R 1 995 000,Woodstock,3 Bedroom House,Normal,PE Woodstock,Caleb Mitchell,2025-09-07,
R 9 500 000,Constantia,3 Bedroom House,Normal,PE Constantia,Eugene Long,2025-05-17,
R 3 695 000,Sea Point,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Preston Murphy,2025-10-01,
R 2 000 000,Observatory,2 Bedroom Apartment,Normal,PE Woodstock,Jacob Taylor,2025-07-22,
R 2 449 000,Sea Point,1 Bedroom Apartment,Normal,PE Atlantic Seaboard,Dennis Wood,2025-08-25,
R 2 200 000,Claremont,2 Bedroom Apartment,Normal,PE Claremont,Justin Lewis,2025-08-30,
R 5 002 500,Green Point,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Brandon Miller,2025-09-30,
R 2 600 000,Claremont,2 Bedroom House,Normal,PE Claremont,Howard Griffin,2025-07-16,
R 4 400 000,Sea Point,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Brian Clark,2025-04-22,2025-06-21
R 1 295 000,Woodstock,2 Bedroom Apartment,Normal,PE Woodstock,Cameron Nelson,2025-05-08,2025-06-29
R 1 450 000,Cape Town City Centre,0.5 Bedroom Apartment,Normal,PE City Bowl,Harry Flores,2025-09-29,
R 1 795 000,Rondebosch,1 Bedroom Apartment,Normal,PE Rondebosch,Warren Hicks,2025-07-26,2025-09-02
R 1 975 000,Bergvliet,2 Bedroom Apartment,Normal,PE Southern Suburbs,Dennis Wood,2025-05-31,
R 2 990 000,Woodstock,2 Bedroom Apartment,Normal,PE Woodstock,Hugo Walton,2025-06-06,
R 3 800 000,Cape Town City Centre,2 Bedroom Apartment,Normal,PE City Bowl,Theodore Duncan,2025-07-28,
R 1 895 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Jared Bailey,2025-06-30,2025-08-03
R 3 325 000,Sea Point,1 Bedroom Apartment,Normal,PE Atlantic Seaboard,Norman Knight,2025-05-14,
R 2 950 000,Three Anchor Bay,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Luke Wright,2025-09-15,
R 3 200 000,Vredehoek,2 Bedroom Apartment,Normal,PE City Bowl,Ethan Hill,2025-04-27,
R 3 950 000,Walmer Estate,6 Bedroom House,Normal,PE Woodstock,Vernon Fuller,2025-08-11,
R 14 900 000,Fresnaye,5 Bedroom House,Normal,PE Atlantic Seaboard,Connor Lopez,2025-07-07,
R 2 295 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Hunter Carter,2025-09-13,
R 3 550 000,Claremont Upper,1 Bedroom Apartment,Normal,PE Claremont,Christopher Lee,2025-05-08,
R 8 795 000,Sea Point,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Nicholas White,2025-07-27,
R 4 100 000,Vredehoek,2 Bedroom Apartment,Normal,PE City Bowl,Maurice West,2025-05-01,
R 2 790 000,Tamboerskloof,2 Bedroom Apartment,Normal,PE City Bowl,Caleb Mitchell,2025-05-08,2025-07-31
R 3 500 000,Sea Point,3 Bedroom Apartment,Normal,PE Atlantic Seaboard,Isaac Scott,2025-08-15,
R 6 995 000,De Waterkant,1 Bedroom Apartment,Normal,PE Atlantic Seaboard,Eric Johnson,2025-09-17,
R 1 150 000,Wynberg,2 Bedroom Apartment,Normal,PE Southern Suburbs,Robert Chen,2025-08-28,
R 1 975 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Travis Morgan,2025-07-26,
R 449 000,Wynberg,1 Bedroom Apartment,Normal,PE Southern Suburbs,Russell Hughes,2025-09-23,
R 6 500 000,Oranjezicht,1 Bedroom Apartment,Normal,PE City Bowl,David Thompson,2025-09-27,
R 5 495 000,Gardens,2 Bedroom Apartment,Normal,PE City Bowl,Victor Webb,2025-09-05,
R 2 050 000,Tokai,2 Bedroom Apartment,Normal,PE Southern Suburbs,Samuel Bennett,2025-07-26,2025-09-01
R 2 050 000,Tokai,2 Bedroom Apartment,Normal,PE Southern Suburbs,Harold Fisher,2025-05-13,2025-07-13
R 1 150 000,Woodstock,Apartment,Normal,PE Woodstock,Eugene Long,2025-05-27,2025-07-27
R 2 250 000,Rondebosch,3 Bedroom Apartment,Normal,PE Rondebosch,Daniel Martinez,2025-08-09,
R 16 700 000,Constantia,4 Bedroom House,Normal,PE Constantia,Edwin Sanders,2025-08-17,
R 2 250 000,Claremont,2 Bedroom Apartment,Normal,PE Claremont,Claude Chapman,2025-05-13,
R 5 499 000,Walmer Estate,5 Bedroom House,Normal,PE Woodstock,Roy Powell,2025-07-15,2025-09-15
R 1 395 000,Salt River,1 Bedroom Apartment,Normal,PE Woodstock,Ian Campbell,2025-06-05,2025-08-16
R 3 550 000,Cape Town City Centre,2 Bedroom Apartment,Normal,PE City Bowl,Brandon Miller,2025-09-04,
R 2 795 000,Tamboerskloof,2 Bedroom Apartment,Normal,PE City Bowl,Gabriel Green,2025-05-15,
R 1 900 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Carl Coleman,2025-04-14,2025-06-22
R 2 350 000,Claremont,2 Bedroom Apartment,Normal,PE Claremont,Malcolm James,2025-04-21,2025-07-25
R 5 950 000,Green Point,3 Bedroom House,Normal,PE Atlantic Seaboard,Chase Cox,2025-08-17,
R 1 195 000,Woodstock,0.5 Bedroom Apartment,Normal,PE Woodstock,Randall Beck,2025-05-03,
R 11 995 000,Vredehoek,2 Bedroom Apartment,Normal,PE City Bowl,Blake Edwards,2025-06-19,2025-09-04
R 1 150 000,Salt River,1 Bedroom Apartment,Normal,PE Woodstock,Bradley Gray,2025-05-12,
R 2 000 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Blake Edwards,2025-05-11,2025-08-22
R 2 180 000,Tokai,2 Bedroom Apartment,Normal,PE Southern Suburbs,Chase Cox,2025-09-28,
R 2 500 000,Green Point,1 Bedroom Apartment,Normal,PE Atlantic Seaboard,Caleb Mitchell,2025-05-11,2025-06-28
R 1 599 000,Gardens,1 Bedroom Apartment,Normal,PE City Bowl,Lawrence Alexander,2025-07-23,2025-09-23
R 4 695 000,Foreshore,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Dennis Wood,2025-07-17,
R 13 000 000,Waterfront,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Gilbert Carr,2025-04-26,
R 2 795 000,Sea Point,0.5 Bedroom Apartment,Normal,PE Atlantic Seaboard,Daniel Martinez,2025-09-23,
R 1 395 000,Salt River,1 Bedroom Apartment,Normal,PE Woodstock,Grant Cooper,2025-05-06,
R 14 500 000,Camps Bay,5 Bedroom House,Normal,PE Atlantic Seaboard,James Mitchell,2025-07-17,
R 8 900 000,Newlands,4 Bedroom House,Normal,PE Newlands,Carson Stewart,2025-09-26,
R 7 500 000,Green Point,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Marvin Cortez,2025-09-07,
R 25 500 000,Camps Bay,5 Bedroom House,Normal,PE Atlantic Seaboard,Trevor Morris,2025-09-16,
R 1 999 999,Observatory,2 Bedroom Apartment,Normal,PE Woodstock,Maurice West,2025-07-17,2025-09-30
R 1 400 000,Woodstock,1 Bedroom Apartment,Normal,PE Woodstock,Spencer Reed,2025-09-24,
R 3 495 000,Cape Town City Centre,2 Bedroom Apartment,Normal,PE City Bowl,Julius Delgado,2025-04-14,2025-05-29
R 2 350 000,Claremont,2 Bedroom Apartment,Normal,PE Claremont,Brandon Miller,2025-08-19,
R 1 150 000,Woodstock,0.5 Bedroom Apartment,Normal,PE Woodstock,Leroy Wade,2025-04-24,2025-06-03
R 13 500 000,Constantia,6 Bedroom House,Normal,PE Constantia,Aaron Walker,2025-05-24,
R 2 750 000,Oranjezicht,2 Bedroom Apartment,Normal,PE City Bowl,Gilbert Carr,2025-09-29,
R 35 999 000,Bantry Bay,6 Bedroom House,Normal,PE Atlantic Seaboard,Justin Lewis,2025-04-26,
R 3 300 000,Mouille Point,1 Bedroom Apartment,Normal,PE Atlantic Seaboard,Howard Griffin,2025-10-01,
R 1 100 000,Rosebank,1 Bedroom Apartment,Normal,PE Southern Suburbs,Francis Barnes,2025-04-25,2025-05-26
R 3 000 000,De Waterkant,0.5 Bedroom Apartment,Normal,PE Atlantic Seaboard,Matthew Davis,2025-06-22,
R 2 690 000,Gardens,1 Bedroom Apartment,Normal,PE City Bowl,Marcus King,2025-09-08,
R 17 000 000,Constantia,4 Bedroom House,Normal,PE Constantia,Matthew Davis,2025-09-05,
R 1 500 000,Salt River,1 Bedroom Apartment,Normal,PE Woodstock,Jacob Taylor,2025-04-25,
R 12 995 000,Rondebosch,17 Bedroom House,Normal,PE Rondebosch,Andrew Wilson,2025-09-09,
R 68 000 000,Llandudno,6 Bedroom House,Normal,PE Atlantic Seaboard,Martin Hayes,2025-09-30,
R 5 450 000,Cape Town City Centre,2 Bedroom Apartment,Normal,PE City Bowl,Oscar Newman,2025-06-27,
R 3 520 000,Observatory,2 Bedroom Apartment,Normal,PE Woodstock,Melvin Lowe,2025-06-23,
R 4 300 000,Camps Bay,1 Bedroom Apartment,Normal,PE Atlantic Seaboard,Warren Hicks,2025-08-23,
R 1 595 000,Rosebank,2 Bedroom Apartment,Normal,PE Southern Suburbs,Blake Edwards,2025-09-07,
R 950 000,Wynberg,2 Bedroom Apartment,Normal,PE Southern Suburbs,Arthur Jenkins,2025-07-02,2025-08-07
R 2 700 000,De Waterkant,0.5 Bedroom Apartment,Normal,PE Atlantic Seaboard,Nathan Young,2025-07-19,2025-09-10
R 1 495 000,Cape Town City Centre,0.5 Bedroom Apartment,Normal,PE City Bowl,Douglas Butler,2025-05-27,2025-06-10
R 2 950 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Travis Morgan,2025-08-08,
R 1 600 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Marcus King,2025-05-23,2025-06-20
R 12 250 000,Waterfront,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Frederick Price,2025-08-08,
R 6 850 000,Walmer Estate,8 Bedroom House,Normal,PE Woodstock,Evan Turner,2025-05-19,
R 2 500 000,Claremont,2 Bedroom Apartment,Normal,PE Claremont,Dennis Wood,2025-05-13,
R 22 900 000,Constantia,4 Bedroom House,Normal,PE Constantia,Seth Bell,2025-07-27,
R 14 950 000,Sea Point,3 Bedroom Apartment,Normal,PE Atlantic Seaboard,Nathan Young,2025-08-03,
R 2 295 000,Claremont,2 Bedroom Apartment,Normal,PE Claremont,Brian Clark,2025-05-19,2025-06-18
R 2 850 000,Vredehoek,3 Bedroom Apartment,Normal,PE City Bowl,Leon Griffin,2025-05-02,
R 2 500 000,Foreshore,1 Bedroom Apartment,Normal,PE Atlantic Seaboard,Dustin Peterson,2025-08-03,
R 28 999 000,Clifton,4 Bedroom House,Normal,PE Atlantic Seaboard,Ian Campbell,2025-08-29,
R 1 895 000,Cape Town City Centre,2 Bedroom Apartment,Normal,PE City Bowl,Roy Powell,2025-05-27,2025-08-09
R 4 650 000,Bantry Bay,1 Bedroom Apartment,Normal,PE Atlantic Seaboard,Samuel Bennett,2025-05-24,2025-08-15
R 12 500 000,Sea Point,3 Bedroom House,Normal,PE Atlantic Seaboard,Eric Johnson,2025-08-27,
R 2 150 000,Cape Town City Centre,2 Bedroom Apartment,Normal,PE City Bowl,Brian Clark,2025-05-21,2025-07-21
R 3 300 000,Three Anchor Bay,1 Bedroom Apartment,Normal,PE Atlantic Seaboard,Caleb Mitchell,2025-09-03,
R 2 700 000,Bo Kaap,1 Bedroom Apartment,Normal,PE City Bowl,Roy Powell,2025-08-20,
R 1 539 000,Woodstock,Apartment,Normal,PE Woodstock,Stanley Wells,2025-09-19,
R 2 233 000,Cape Town City Centre,2 Bedroom Apartment,Normal,PE City Bowl,Wesley Richardson,2025-08-08,2025-09-12
R 3 200 000,Foreshore,1 Bedroom Apartment,Normal,PE Atlantic Seaboard,Milton Stone,2025-05-01,2025-06-04
R 2 000 000,Cape Town City Centre,2 Bedroom Apartment,Normal,PE City Bowl,Frank Ross,2025-08-13,
R 2 020 000,Woodstock,2 Bedroom Apartment,Normal,PE Woodstock,Spencer Reed,2025-08-03,2025-09-22
R 3 900 000,Green Point,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Travis Morgan,2025-04-29,
R 85 000 000,Clifton,4 Bedroom Apartment,Normal,PE Atlantic Seaboard,Ernest Porter,2025-08-11,
R 3 250 000,Cape Town City Centre,2 Bedroom Apartment,Normal,PE City Bowl,Claude Chapman,2025-05-22,
R 2 050 000,Woodstock,2 Bedroom Apartment,Normal,PE Woodstock,Leonard Hughes,2025-04-21,2025-06-18
R 1 700 000,Rondebosch,1 Bedroom Apartment,Normal,PE Rondebosch,Jordan Adams,2025-04-21,2025-05-29
R 33 000 000,Bakoven,3 Bedroom Apartment,Normal,PE Atlantic Seaboard,Leroy Wade,2025-08-06,
R 1 100 000,Salt River,1 Bedroom Apartment,Normal,PE Woodstock,Justin Lewis,2025-06-02,2025-08-23
R 4 950 000,Sea Point,2 Bedroom Apartment,Private,PE Atlantic Seaboard,Henry Simmons,2025-08-19,2025-09-25
R 4 899 000,Claremont,6 Bedroom House,Normal,PE Claremont,Aaron Walker,2025-05-27,
R 2 500 000,Mouille Point,Apartment,Normal,PE Atlantic Seaboard,Brett Cook,2025-07-08,
R 3 750 000,Cape Town City Centre,2 Bedroom Apartment,Normal,PE City Bowl,Evan Turner,2025-07-17,
R 4 500 000,Vredehoek,2 Bedroom Apartment,Normal,PE City Bowl,Jacob Taylor,2025-07-21,
R 12 500 000,Foreshore,3 Bedroom Apartment,Normal,PE Atlantic Seaboard,Hunter Carter,2025-09-12,
R 1 700 000,Cape Town City Centre,Apartment,Normal,PE City Bowl,Francis Barnes,2025-06-04,2025-09-02
R 3 800 000,Walmer Estate,3 Bedroom House,Normal,PE Woodstock,Carl Coleman,2025-09-15,
R 1 695 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Austin Baker,2025-08-13,
R 3 999 000,Gardens,2 Bedroom Apartment,Normal,PE City Bowl,Joshua Garcia,2025-05-08,2025-08-03
R 23 500 000,De Waterkant,3 Bedroom Apartment,Normal,PE Atlantic Seaboard,Andrew Wilson,2025-09-25,
R 6 499 000,Walmer Estate,7 Bedroom House,Normal,PE Woodstock,Albert Perry,2025-10-01,
R 4 495 000,Vredehoek,2 Bedroom Apartment,Normal,PE City Bowl,Harry Flores,2025-08-06,
R 1 995 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Russell Hughes,2025-07-27,
R 1 850 000,Woodstock,1 Bedroom Apartment,Normal,PE Woodstock,Warren Hicks,2025-06-23,2025-07-15
R 2 950 000,Cape Town City Centre,3 Bedroom Apartment,Normal,PE City Bowl,Garrett Howard,2025-04-28,
R 1 399 999,Woodstock,3 Bedroom House,Normal,PE Woodstock,Derek Allen,2025-06-27,
R 3 700 000,Woodstock,3 Bedroom House,Normal,PE Woodstock,Robert Chen,2025-07-22,2025-10-02
R 2 495 000,Observatory,2 Bedroom House,Normal,PE Woodstock,Raymond Watson,2025-09-01,
R 2 250 000,Sea Point,0.5 Bedroom Apartment,Normal,PE Atlantic Seaboard,Hunter Carter,2025-04-16,2025-07-27
R 4 554 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Daniel Martinez,2025-08-15,2025-09-16
R 7 500 000,Sea Point,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Leo Russell,2025-07-31,
R 1 495 000,Mouille Point,1 Bedroom Apartment,Normal,PE Atlantic Seaboard,Eric Johnson,2025-06-03,
R 43 000 000,Fresnaye,4 Bedroom Apartment,Normal,PE Atlantic Seaboard,Keith Myers,2025-07-07,
R 2 850 000,Foreshore,1 Bedroom Apartment,Normal,PE Atlantic Seaboard,Blake Edwards,2025-05-11,
R 2 795 000,Vredehoek,2 Bedroom Apartment,Normal,PE City Bowl,Gilbert Carr,2025-07-27,
R 24 995 000,Waterfront,3 Bedroom Apartment,Normal,PE Atlantic Seaboard,Warren Hicks,2025-07-19,
R 2 895 000,Rondebosch,2 Bedroom Apartment,Normal,PE Rondebosch,Ian Campbell,2025-08-22,
R 1 400 000,Cape Town City Centre,Apartment,Normal,PE City Bowl,Vincent Evans,2025-06-26,
R 3 950 000,Sea Point,3 Bedroom Apartment,Normal,PE Atlantic Seaboard,Randall Beck,2025-08-09,
R 16 995 000,Waterfront,1 Bedroom Apartment,Normal,PE Atlantic Seaboard,Eugene Long,2025-09-12,
R 1 895 000,Walmer Estate,2 Bedroom Apartment,Normal,PE Woodstock,Craig Hunt,2025-06-04,
R 115 000 000,Clifton,3 Bedroom Apartment,Normal,PE Atlantic Seaboard,Nathan Young,2025-09-04,
R 1 450 000,Salt River,2 Bedroom House,Normal,PE Woodstock,Dustin Peterson,2025-06-17,2025-09-02
R 2 750 000,Gardens,2 Bedroom Apartment,Normal,PE City Bowl,Cole Rogers,2025-08-09,
R 14 835 000,Waterfront,3 Bedroom Apartment,Normal,PE Atlantic Seaboard,Brian Clark,2025-06-23,
R 1 650 000,Cape Town City Centre,Apartment,Normal,PE City Bowl,Dennis Wood,2025-04-15,
R 24 995 000,Waterfront,3 Bedroom Apartment,Normal,PE Atlantic Seaboard,Victor Webb,2025-04-29,2025-08-20
R 3 985 000,De Waterkant,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Dale Dixon,2025-09-29,
R 2 195 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Blake Edwards,2025-05-04,
R 5 750 000,Green Point,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Austin Baker,2025-07-18,
R 1 695 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Ian Campbell,2025-06-07,
R 2 100 000,Foreshore,0.5 Bedroom Apartment,Normal,PE Atlantic Seaboard,Floyd Gibson,2025-05-24,
R 1 150 000,Woodstock,1 Bedroom Apartment,Normal,PE Woodstock,Norman Knight,2025-10-01,
R 5 499 000,Walmer Estate,5 Bedroom House,Normal,PE Woodstock,Caleb Mitchell,2025-06-26,
R 2 499 000,Tamboerskloof,2 Bedroom Apartment,Normal,PE City Bowl,Edgar Hart,2025-08-28,
R 2 250 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Bernard Mason,2025-09-19,
R 2 900 000,Cape Town City Centre,2 Bedroom Apartment,Normal,PE City Bowl,Stanley Wells,2025-05-17,2025-08-21
R 2 350 000,Claremont,2 Bedroom Apartment,Normal,PE Claremont,Caleb Mitchell,2025-04-14,2025-06-12
R 2 800 000,Rondebosch East,4 Bedroom House,Normal,PE Rondebosch,Michael Anderson,2025-05-06,2025-08-31
R 4 199 000,Bantry Bay,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Albert Perry,2025-08-25,
R 5 495 000,Sea Point,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Christopher Lee,2025-08-25,
R 1 095 000,Kenilworth,1 Bedroom Apartment,Normal,PE Southern Suburbs,Stanley Wells,2025-06-19,2025-08-15
R 1 850 000,Woodstock,1 Bedroom Apartment,Normal,PE Woodstock,Julius Delgado,2025-05-13,
R 10 853 000,Cape Town City Centre,2 Bedroom Apartment,Normal,PE City Bowl,Louis Henderson,2025-05-27,2025-10-04
R 19 950 000,Green Point,3 Bedroom Apartment,Normal,PE Atlantic Seaboard,Vincent Evans,2025-07-19,
R 1 650 000,Claremont,4 Bedroom Apartment,Normal,PE Claremont,Craig Hunt,2025-07-15,
R 42 995 000,Bishopscourt,6 Bedroom House,Normal,PE Bishopscourt,Dennis Wood,2025-06-21,
R 11 250 000,Claremont Upper,6 Bedroom House,Normal,PE Claremont,Brandon Miller,2025-07-19,
R 3 500 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Travis Morgan,2025-06-13,
R 3 395 000,Green Point,3 Bedroom Apartment,Normal,PE Atlantic Seaboard,Dustin Peterson,2025-09-29,
R 5 500 000,Mouille Point,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Robert Chen,2025-04-18,
R 2 500 000,Woodstock,4 Bedroom House,Normal,PE Woodstock,Dustin Peterson,2025-07-12,2025-10-04
R 6 500 000,Cape Town City Centre,3 Bedroom Apartment,Normal,PE City Bowl,William Foster,2025-06-15,
R 8 250 000,Camps Bay,2 Bedroom Apartment,Normal,PE Atlantic Seaboard,Carson Stewart,2025-07-04,
R 1 749 000,Observatory,1 Bedroom Apartment,Normal,PE Woodstock,Luke Wright,2025-10-01,
R 2 500 000,Bo Kaap,1 Bedroom Apartment,Normal,PE City Bowl,Austin Baker,2025-09-27,
R 3 121 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Justin Lewis,2025-04-29,
R 1 800 000,Cape Town City Centre,0.5 Bedroom Apartment,Normal,PE City Bowl,Christopher Lee,2025-08-19,2025-09-04
R 1 950 000,Claremont Upper,2 Bedroom Apartment,Normal,PE Claremont,Dale Dixon,2025-04-26,
R 1 850 000,Cape Town City Centre,1 Bedroom Apartment,Normal,PE City Bowl,Arthur Jenkins,2025-07-07,
